product,rating,rating count,price,product url
Amazon Essentials Women's Lightweight Long-Sleeve Full-Zip Water-Resistant Packable Hooded Puffer Jacket  ,4.5 out of 5 stars,"13,554  ",43.8,https://amazon.com/Amazon-Essentials-Lightweight-Water-Resistant-Packable/dp/B07BMP87NF/ref=sr_1_62?keywords=winter+jacket&qid=1664958370&qu=eyJxc2MiOiI5LjYyIiwicXNhIjoiOS4wMCIsInFzcCI6IjcuOTcifQ%3D%3D&sr=8-62
Columbia Women's Puffect Mid Hooded Jacket  ,4.6 out of 5 stars,"1,234  ",47.16,https://amazon.com/Columbia-Womens-Puffect-Hooded-X-Small/dp/B0814BKJTZ/ref=sr_1_63?keywords=winter+jacket&qid=1664958370&qu=eyJxc2MiOiI5LjYyIiwicXNhIjoiOS4wMCIsInFzcCI6IjcuOTcifQ%3D%3D&sr=8-63
Dickies Men's Insulated Eisenhower Front-Zip Jacket  ,4.5 out of 5 stars,"7,544  ",69.99,https://amazon.com/Dickies-Insulated-Eisenhower-Front-Zip-3X-Large/dp/B003IWERQK/ref=sr_1_64?keywords=winter+jacket&qid=1664958370&qu=eyJxc2MiOiI5LjYyIiwicXNhIjoiOS4wMCIsInFzcCI6IjcuOTcifQ%3D%3D&sr=8-64
Jack Wolfskin Women's Crystal Palace Jacket W  ,4.6 out of 5 stars,79  ,249.95,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A06709631VDN2KECMGY3B&url=%2FJack-Wolfskin-Womens-Crystal-Palace%2Fdp%2FB087D4M2C2%2Fref%3Dsr_1_65_sspa%3Fkeywords%3Dwinter%2Bjacket%26qid%3D1664958370%26qu%3DeyJxc2MiOiI5LjYyIiwicXNhIjoiOS4wMCIsInFzcCI6IjcuOTcifQ%253D%253D%26sr%3D8-65-spons%26psc%3D1&qualifier=1664958370&id=7817798884410245&widgetName=sp_mtf
"Jack Wolfskin Womens Lakeside Jacket W, Dusty Grey, S  ",4.4 out of 5 stars,5  ,48.02,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A0606428NX9A4Y3EW2XJ&url=%2FJack-Wolfskin-Lakeside-Mosquito-Proof-Protection%2Fdp%2FB07K3RF4G1%2Fref%3Dsr_1_66_sspa%3Fkeywords%3Dwinter%2Bjacket%26qid%3D1664958370%26qu%3DeyJxc2MiOiI5LjYyIiwicXNhIjoiOS4wMCIsInFzcCI6IjcuOTcifQ%253D%253D%26sr%3D8-66-spons%26psc%3D1&qualifier=1664958370&id=7817798884410245&widgetName=sp_mtf
Arctix Women's Exhibition Insulated Jacket  ,4.5 out of 5 stars,182  ,99.0,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A06931591DEWKEKT0COAY&url=%2FArctix-Womens-Exhibition-Insulated-Jacket%2Fdp%2FB082YKHJBF%2Fref%3Dsr_1_67_sspa%3Fkeywords%3Dwinter%2Bjacket%26qid%3D1664958370%26qu%3DeyJxc2MiOiI5LjYyIiwicXNhIjoiOS4wMCIsInFzcCI6IjcuOTcifQ%253D%253D%26sr%3D8-67-spons%26psc%3D1&qualifier=1664958370&id=7817798884410245&widgetName=sp_mtf
Arctix Women's Cascade Insulated Jacket  ,3.6 out of 5 stars,44  ,57.56,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A06947872I8MDQVCGOCZ8&url=%2FArctix-Womens-Cascade-Insulated-Jacket%2Fdp%2FB082YKVR3Y%2Fref%3Dsr_1_68_sspa%3Fkeywords%3Dwinter%2Bjacket%26qid%3D1664958370%26qu%3DeyJxc2MiOiI5LjYyIiwicXNhIjoiOS4wMCIsInFzcCI6IjcuOTcifQ%253D%253D%26sr%3D8-68-spons%26psc%3D1&qualifier=1664958370&id=7817798884410245&widgetName=sp_mtf
Columbia Boys' Glennaker Sherpa Lined Jacket  ,4.8 out of 5 stars,220  ,50.7,https://amazon.com/Columbia-Little-Glennaker-Sherpa-Collegiate/dp/B08MPR9Y34/ref=sr_1_70?keywords=winter+jacket&qid=1664958370&qu=eyJxc2MiOiI5LjYyIiwicXNhIjoiOS4wMCIsInFzcCI6IjcuOTcifQ%3D%3D&sr=8-70
Columbia Women's Panorama Long Jacket  ,4.5 out of 5 stars,599  ,115.0,https://amazon.com/Columbia-Womens-Panorama-Jacket-Chalk/dp/B07K3446C6/ref=sr_1_71?keywords=winter+jacket&qid=1664958370&qu=eyJxc2MiOiI5LjYyIiwicXNhIjoiOS4wMCIsInFzcCI6IjcuOTcifQ%3D%3D&sr=8-71
OshKosh B'Gosh baby-boys Heavyweight Winter Jacket With Sherpa Lining  ,4.5 out of 5 stars,27  ,30.56,https://amazon.com/Heavyweight-Winter-Jacket-Sherpa-Lining/dp/B08B4BG6WF/ref=sr_1_72?keywords=winter+jacket&qid=1664958370&qu=eyJxc2MiOiI5LjYyIiwicXNhIjoiOS4wMCIsInFzcCI6IjcuOTcifQ%3D%3D&sr=8-72
"Columbia Women’s Chatfield Hill Winter Jacket, Water repellent & Breathable  ",4.6 out of 5 stars,"1,233  ",119.99,https://amazon.com/Columbia-Womens-Chatfield-Jacket-Medium/dp/B08MV8ZZHQ/ref=sr_1_73?keywords=winter+jacket&qid=1664958370&qu=eyJxc2MiOiI5LjYyIiwicXNhIjoiOS4wMCIsInFzcCI6IjcuOTcifQ%3D%3D&sr=8-73
SkiGear Girls Jackalope Insulated Winter Jacket  ,4.4 out of 5 stars,18  ,50.14,https://amazon.com/SkiGear-Jackalope-Insulated-Winter-Fuchsia/dp/B089CNPKHH/ref=sr_1_74?keywords=winter+jacket&qid=1664958370&qu=eyJxc2MiOiI5LjYyIiwicXNhIjoiOS4wMCIsInFzcCI6IjcuOTcifQ%3D%3D&sr=8-74
"Under Armour Boys' Westward 3-in-1 Jacket, Removable Hood & Liner, Windproof & Water Repellant  ",4.8 out of 5 stars,143  ,124.97,https://amazon.com/Under-Armour-Removable-Windproof-Repellant/dp/B09DWV3RV6/ref=sr_1_75?keywords=winter+jacket&qid=1664958370&qu=eyJxc2MiOiI5LjYyIiwicXNhIjoiOS4wMCIsInFzcCI6IjcuOTcifQ%3D%3D&sr=8-75
Simple Joys by Carter's Unisex Babies' Hooded Sweater Jacket with Sherpa Lining  ,4.8 out of 5 stars,"23,895  ",17.6,https://amazon.com/Simple-Joys-Carters-Hooded-Sweater/dp/B07CL5H4FQ/ref=sr_1_76?keywords=winter+jacket&qid=1664958370&qu=eyJxc2MiOiI5LjYyIiwicXNhIjoiOS4wMCIsInFzcCI6IjcuOTcifQ%3D%3D&sr=8-76
Amazon Essentials Men's Heavyweight Hooded Puffer Coat  ,4.6 out of 5 stars,"3,662  ",57.6,https://amazon.com/Amazon-Essentials-Standard-Heavy-Weight-Hooded/dp/B07PZ8M9H4/ref=sr_1_77?keywords=winter+jacket&qid=1664958370&qu=eyJxc2MiOiI5LjYyIiwicXNhIjoiOS4wMCIsInFzcCI6IjcuOTcifQ%3D%3D&sr=8-77
Columbia Boys' Powder Lite Hooded Jacket  ,4.8 out of 5 stars,643  ,120.0,https://amazon.com/Columbia-Powder-Hooded-Jacket-Black/dp/B07JCF49T6/ref=sr_1_79?keywords=winter+jacket&qid=1664958370&qu=eyJxc2MiOiI5LjYyIiwicXNhIjoiOS4wMCIsInFzcCI6IjcuOTcifQ%3D%3D&sr=8-79
Arctix Boys Slalom Insulated Winter Jacket  ,4.6 out of 5 stars,"1,616  ",60.17,https://amazon.com/Arctix-Slalom-Insulated-Winter-Jacket/dp/B078YJXL4L/ref=sr_1_80?keywords=winter+jacket&qid=1664958370&qu=eyJxc2MiOiI5LjYyIiwicXNhIjoiOS4wMCIsInFzcCI6IjcuOTcifQ%3D%3D&sr=8-80
Arctix Women's Solstice Insulated Jacket  ,4.7 out of 5 stars,64  ,66.36,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A0720083HW9K0M2AQA9K&url=%2FArctix-Womens-Solstice-Insulated-Jacket%2Fdp%2FB07L48W937%2Fref%3Dsr_1_81_sspa%3Fkeywords%3Dwinter%2Bjacket%26qid%3D1664958370%26qu%3DeyJxc2MiOiI5LjYyIiwicXNhIjoiOS4wMCIsInFzcCI6IjcuOTcifQ%253D%253D%26sr%3D8-81-spons%26psc%3D1&qualifier=1664958370&id=7817798884410245&widgetName=sp_mtf
Arctix Women's Daybreak Insulated Jacket  ,4.5 out of 5 stars,303  ,109.99,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A06940513OD2NLOUL034E&url=%2FArctix-Daybreak-Insulated-Amethyst-Melange%2Fdp%2FB082YMQ8NN%2Fref%3Dsr_1_82_sspa%3Fkeywords%3Dwinter%2Bjacket%26qid%3D1664958370%26qu%3DeyJxc2MiOiI5LjYyIiwicXNhIjoiOS4wMCIsInFzcCI6IjcuOTcifQ%253D%253D%26sr%3D8-82-spons%26psc%3D1&qualifier=1664958370&id=7817798884410245&widgetName=sp_mtf
Jack Wolfskin Women's Norrland 3in1 W  ,4.3 out of 5 stars,30  ,137.83,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A0652411K4RMEDUAG54P&url=%2FJack-Wolfskin-Womens-Norrland-3in1%2Fdp%2FB087DJW877%2Fref%3Dsr_1_83_sspa%3Fkeywords%3Dwinter%2Bjacket%26qid%3D1664958370%26qu%3DeyJxc2MiOiI5LjYyIiwicXNhIjoiOS4wMCIsInFzcCI6IjcuOTcifQ%253D%253D%26sr%3D8-83-spons%26psc%3D1&qualifier=1664958370&id=7817798884410245&widgetName=sp_mtf
Jack Wolfskin Women's 365 Hideaway Down Jacket W  ,4.5 out of 5 stars,5  ,199.95,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A06663073ELYOVQYNUWS3&url=%2FJack-Wolfskin-Womens-Hideaway-Vibrant%2Fdp%2FB087D47R67%2Fref%3Dsr_1_84_sspa%3Fkeywords%3Dwinter%2Bjacket%26qid%3D1664958370%26qu%3DeyJxc2MiOiI5LjYyIiwicXNhIjoiOS4wMCIsInFzcCI6IjcuOTcifQ%253D%253D%26sr%3D8-84-spons%26psc%3D1&qualifier=1664958370&id=7817798884410245&widgetName=sp_mtf
Columbia Girls' Horizon Ride Jacket  ,4.9 out of 5 stars,31  ,73.49,https://amazon.com/Columbia-Horizon-Jacket-Sparklers-Medium/dp/B0814BKR2J/ref=sr_1_86?keywords=winter+jacket&qid=1664958370&qu=eyJxc2MiOiI5LjYyIiwicXNhIjoiOS4wMCIsInFzcCI6IjcuOTcifQ%3D%3D&sr=8-86
Amazon Essentials Girls' Little Long Quilted Cocoon Puffer Coat  ,4.6 out of 5 stars,565  ,43.9,https://amazon.com/Amazon-Essentials-Quilted-Cocoon-Puffer/dp/B08SXFM4P7/ref=sr_1_88?keywords=winter+jacket&qid=1664958370&qu=eyJxc2MiOiI5LjYyIiwicXNhIjoiOS4wMCIsInFzcCI6IjcuOTcifQ%3D%3D&sr=8-88
Caterpillar Men's Big and Tall Heavy Insulated Parka (Regular and Big & Tall Sizes)  ,4.6 out of 5 stars,"5,884  ",109.99,https://amazon.com/Caterpillar-Heavy-Insulated-Parka-Regular/dp/B000ZFTOPC/ref=sr_1_90?keywords=winter+jacket&qid=1664958370&qu=eyJxc2MiOiI5LjYyIiwicXNhIjoiOS4wMCIsInFzcCI6IjcuOTcifQ%3D%3D&sr=8-90
"The Children's Place Baby Girls and Toddler Medium Weight Puffer Jacket, Wind, Water-Resistant  ",4.6 out of 5 stars,16  ,21.45,https://amazon.com/Childrens-Place-Toddler-Medium-Water-Resistant/dp/B09XC475NQ/ref=sr_1_91?keywords=winter+jacket&qid=1664958370&qu=eyJxc2MiOiI5LjYyIiwicXNhIjoiOS4wMCIsInFzcCI6IjcuOTcifQ%3D%3D&sr=8-91
Columbia Men's Fivemile Butte Hooded Jacket  ,4.7 out of 5 stars,518  ,106.72,https://amazon.com/Columbia-Fivemile-Butte-Hooded-Jacket/dp/B07WWJC6RG/ref=sr_1_93?keywords=winter+jacket&qid=1664958370&qu=eyJxc2MiOiI5LjYyIiwicXNhIjoiOS4wMCIsInFzcCI6IjcuOTcifQ%3D%3D&sr=8-93
Arctix Girls Suncatcher Insulated Winter Jacket  ,4.5 out of 5 stars,824  ,50.14,https://amazon.com/Arctix-Suncatcher-Insulated-Winter-Jacket/dp/B08PZ3Q8H5/ref=sr_1_94?keywords=winter+jacket&qid=1664958370&qu=eyJxc2MiOiI5LjYyIiwicXNhIjoiOS4wMCIsInFzcCI6IjcuOTcifQ%3D%3D&sr=8-94
Columbia Girls' Heavenly Long Jacket  ,4.8 out of 5 stars,341  ,84.95,https://amazon.com/Columbia-Youth-Girls-Heavenly-Jacket/dp/B0814CGMJB/ref=sr_1_95?keywords=winter+jacket&qid=1664958370&qu=eyJxc2MiOiI5LjYyIiwicXNhIjoiOS4wMCIsInFzcCI6IjcuOTcifQ%3D%3D&sr=8-95
Simple Joys by Carter's Toddlers and Baby Girls' Puffer Jacket  ,4.8 out of 5 stars,"1,999  ",31.4,https://amazon.com/Simple-Joys-Carters-Toddler-Puffer/dp/B083XHRM4M/ref=sr_1_96?keywords=winter+jacket&qid=1664958370&qu=eyJxc2MiOiI5LjYyIiwicXNhIjoiOS4wMCIsInFzcCI6IjcuOTcifQ%3D%3D&sr=8-96
"Columbia Girls’ Nordic Strider Jacket, Thermal Reflective Warmth  ",4.8 out of 5 stars,538  ,98.95,https://amazon.com/Columbia-Youth-Nordic-Strider-Jacket/dp/B00HFF5QKC/ref=sr_1_98?keywords=winter+jacket&qid=1664958370&qu=eyJxc2MiOiI5LjYyIiwicXNhIjoiOS4wMCIsInFzcCI6IjcuOTcifQ%3D%3D&sr=8-98
Columbia Men's Powder Lite Hooded Jacket  ,4.7 out of 5 stars,"2,146  ",110.16,https://amazon.com/Columbia-Powder-Hooded-Jacket-Large/dp/B01HTGBF4M/ref=sr_1_99?keywords=winter+jacket&qid=1664958370&qu=eyJxc2MiOiI5LjYyIiwicXNhIjoiOS4wMCIsInFzcCI6IjcuOTcifQ%3D%3D&sr=8-99
Carhartt Men's Thermal Lined Duck Active Jacket J131 (Regular and Big & Tall Sizes)  ,4.7 out of 5 stars,"6,970  ",99.99,https://amazon.com/Carhartt-Thermal-Active-Jacket-X-Large/dp/B004RVEAMW/ref=sr_1_100?keywords=winter+jacket&qid=1664958370&qu=eyJxc2MiOiI5LjYyIiwicXNhIjoiOS4wMCIsInFzcCI6IjcuOTcifQ%3D%3D&sr=8-100
Carhartt Men's Loose Fit Firm Duck Insulated Traditional Coat  ,4.6 out of 5 stars,"4,536  ",129.99,https://amazon.com/Carhartt-Arctic-Quilt-Lined-Traditional/dp/B004OWQTCI/ref=sr_1_102?keywords=winter+jacket&qid=1664958370&qu=eyJxc2MiOiI5LjYyIiwicXNhIjoiOS4wMCIsInFzcCI6IjcuOTcifQ%3D%3D&sr=8-102
"The Children's Place baby girls Heavy 3 in 1 Winter Jacket, Wind-resistant Water-resistant Shell, Fleece Inner, Big Kid, Toddler, Ba Down Alternative Coat, Pink Critters, 5T US  ",5.0 out of 5 stars,1  ,45.02,https://amazon.com/Childrens-Place-Wind-resistant-Water-resistant-Alternative/dp/B09XC3P87R/ref=sr_1_103?keywords=winter+jacket&qid=1664958370&qu=eyJxc2MiOiI5LjYyIiwicXNhIjoiOS4wMCIsInFzcCI6IjcuOTcifQ%3D%3D&sr=8-103
Calvin Klein Men’s Water and Wind Resistant Hooded Coat from Fall Into Winter  ,4.6 out of 5 stars,93  ,78.58,https://amazon.com/Calvin-Klein-Hooded-Resistant-Jacket/dp/B08ZNWLSBF/ref=sr_1_104?keywords=winter+jacket&qid=1664958370&qu=eyJxc2MiOiI5LjYyIiwicXNhIjoiOS4wMCIsInFzcCI6IjcuOTcifQ%3D%3D&sr=8-104
Columbia Women's Benton Springs Ii Long Hoodie  ,4.6 out of 5 stars,"1,929  ",49.99,https://amazon.com/Columbia-Womens-Plus-Size-Benton-Springs/dp/B00LEOTEOE/ref=sr_1_105?keywords=winter+jacket&qid=1664958370&qu=eyJxc2MiOiI5LjYyIiwicXNhIjoiOS4wMCIsInFzcCI6IjcuOTcifQ%3D%3D&sr=8-105
OshKosh B'Gosh Baby Boys' Heavyweight Winter Jacket with Sherpa Lining  ,4.9 out of 5 stars,61  ,30.33,https://amazon.com/Heavyweight-Winter-Jacket-Sherpa-Lining/dp/B08B49GP9R/ref=sr_1_106?keywords=winter+jacket&qid=1664958370&qu=eyJxc2MiOiI5LjYyIiwicXNhIjoiOS4wMCIsInFzcCI6IjcuOTcifQ%3D%3D&sr=8-106
Columbia Girls' Arctic Blast Jacket  ,4.6 out of 5 stars,65  ,65.19,https://amazon.com/Columbia-Girls-Arctic-Jacket-Medium/dp/B0814C6FV7/ref=sr_1_107?keywords=winter+jacket&qid=1664958370&qu=eyJxc2MiOiI5LjYyIiwicXNhIjoiOS4wMCIsInFzcCI6IjcuOTcifQ%3D%3D&sr=8-107
Dickies Men's Flex Duck Shirt Jacket  ,4.4 out of 5 stars,127  ,47.29,https://amazon.com/sspa/click?ie=UTF8&spc=MTo0OTIwMzk4MTYxMTUxMTY3OjE2NjQ5NTgzNzY6c3BfYXRmX25leHQ6MjAwMDk3NDgyMDIzOTUxOjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FDickies-Shirt-Jacket-Slate-Medium%2Fdp%2FB08DJ89NFJ%2Fref%3Dsr_1_97_sspa%3Fkeywords%3Dwinter%2Bjacket%26qid%3D1664958375%26qu%3DeyJxc2MiOiI5LjYyIiwicXNhIjoiOS4wMCIsInFzcCI6IjcuOTcifQ%253D%253D%26sr%3D8-97-spons%26psc%3D1
Legendary Whitetails Men's Maplewood Hooded Shirt Jacket  ,4.6 out of 5 stars,"10,359  ",69.99,https://amazon.com/sspa/click?ie=UTF8&spc=MTo0OTIwMzk4MTYxMTUxMTY3OjE2NjQ5NTgzNzY6c3BfYXRmX25leHQ6MjAwMDg4MDg3MDIyNTExOjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FLegendary-Whitetails-Maplewood-Hooded-Jacket%2Fdp%2FB075ZGJPMF%2Fref%3Dsr_1_98_sspa%3Fkeywords%3Dwinter%2Bjacket%26qid%3D1664958375%26qu%3DeyJxc2MiOiI5LjYyIiwicXNhIjoiOS4wMCIsInFzcCI6IjcuOTcifQ%253D%253D%26sr%3D8-98-spons%26psc%3D1
Jack Wolfskin Women's Crystal Palace Jacket W  ,4.6 out of 5 stars,79  ,249.95,https://amazon.com/sspa/click?ie=UTF8&spc=MTo0OTIwMzk4MTYxMTUxMTY3OjE2NjQ5NTgzNzY6c3BfYXRmX25leHQ6MjAwMDY4NDE2MDk3OTMxOjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FJack-Wolfskin-Womens-Crystal-Palace%2Fdp%2FB087D4M2C2%2Fref%3Dsr_1_99_sspa%3Fkeywords%3Dwinter%2Bjacket%26qid%3D1664958375%26qu%3DeyJxc2MiOiI5LjYyIiwicXNhIjoiOS4wMCIsInFzcCI6IjcuOTcifQ%253D%253D%26sr%3D8-99-spons%26psc%3D1
Legendary Whitetails Men's Archer Thermal Lined Flannel Shirt Jacket  ,4.5 out of 5 stars,"4,714  ",59.99,https://amazon.com/sspa/click?ie=UTF8&spc=MTo0OTIwMzk4MTYxMTUxMTY3OjE2NjQ5NTgzNzY6c3BfYXRmX25leHQ6MjAwMDg4MDk4MDMyOTExOjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FLegendary-Whitetails-Archer-Thermal-XX-Large%2Fdp%2FB00MXDA5DY%2Fref%3Dsr_1_100_sspa%3Fkeywords%3Dwinter%2Bjacket%26qid%3D1664958375%26qu%3DeyJxc2MiOiI5LjYyIiwicXNhIjoiOS4wMCIsInFzcCI6IjcuOTcifQ%253D%253D%26sr%3D8-100-spons%26psc%3D1
Amazon Essentials Men's Long-Sleeve Water-Resistant Sherpa-Lined Puffer Jacket  ,4.6 out of 5 stars,875  ,52.3,https://amazon.com/Amazon-Essentials-Long-Sleeve-Water-Resistant-Sherpa-Lined/dp/B085YTH38K/ref=sr_1_101?keywords=winter+jacket&qid=1664958375&qu=eyJxc2MiOiI5LjYyIiwicXNhIjoiOS4wMCIsInFzcCI6IjcuOTcifQ%3D%3D&sr=8-101
Columbia Women's Kaleidaslope Ii Jacket  ,4.7 out of 5 stars,"1,238  ",145.62,https://amazon.com/Columbia-Womens-Kaleidaslope-Jacket-Black/dp/B007TDMBHQ/ref=sr_1_102?keywords=winter+jacket&qid=1664958375&qu=eyJxc2MiOiI5LjYyIiwicXNhIjoiOS4wMCIsInFzcCI6IjcuOTcifQ%3D%3D&sr=8-102
Tommy Hilfiger Men's Ultra Loft Lightweight Packable Puffer Jacket (Standard and Big & Tall)  ,4.7 out of 5 stars,"3,428  ",69.99,https://amazon.com/Tommy-Hilfiger-Packable-Puffer-Midnight/dp/B07GFZY9X1/ref=sr_1_103?keywords=winter+jacket&qid=1664958375&qu=eyJxc2MiOiI5LjYyIiwicXNhIjoiOS4wMCIsInFzcCI6IjcuOTcifQ%3D%3D&sr=8-103
The North Face Toddler Boy/Girl Eclipse Reversible Insulated Jacket 2  ,4.5 out of 5 stars,44  ,108.95,https://amazon.com/North-Face-Toddler-Eclipse-Insulated/dp/B097Q4YH9M/ref=sr_1_104?keywords=winter+jacket&qid=1664958375&qu=eyJxc2MiOiI5LjYyIiwicXNhIjoiOS4wMCIsInFzcCI6IjcuOTcifQ%3D%3D&sr=8-104
Columbia Men's Fivemile Butte Jacket  ,4.5 out of 5 stars,335  ,84.26,https://amazon.com/Columbia-Mens-Fivemile-Butte-Jacket/dp/B0814CCP7B/ref=sr_1_105?keywords=winter+jacket&qid=1664958375&qu=eyJxc2MiOiI5LjYyIiwicXNhIjoiOS4wMCIsInFzcCI6IjcuOTcifQ%3D%3D&sr=8-105
Columbia Boys' Arctic Blast Jacket  ,4.8 out of 5 stars,119  ,84.99,https://amazon.com/Columbia-Little-Arctic-Mountain-XX-Small/dp/B0814BSWJK/ref=sr_1_107?keywords=winter+jacket&qid=1664958375&qu=eyJxc2MiOiI5LjYyIiwicXNhIjoiOS4wMCIsInFzcCI6IjcuOTcifQ%3D%3D&sr=8-107
SkiGear Girls Jackalope Insulated Winter Jacket  ,4.4 out of 5 stars,18  ,50.14,https://amazon.com/SkiGear-Jackalope-Insulated-Winter-Fuchsia/dp/B089CNPKHH/ref=sr_1_108?keywords=winter+jacket&qid=1664958375&qu=eyJxc2MiOiI5LjYyIiwicXNhIjoiOS4wMCIsInFzcCI6IjcuOTcifQ%3D%3D&sr=8-108
"Under Armour Boys' Pronto Puffer Jacket, Mid-Weight, Zip Up Closure, Repels Water  ",4.8 out of 5 stars,7  ,55.97,https://amazon.com/Under-Armour-Jacket-Mid-weight-Closure/dp/B0B3GQYXT2/ref=sr_1_109?keywords=winter+jacket&qid=1664958375&qu=eyJxc2MiOiI5LjYyIiwicXNhIjoiOS4wMCIsInFzcCI6IjcuOTcifQ%3D%3D&sr=8-109
Simple Joys by Carter's Toddler Boys' Hooded Fleece Jacket with Sherpa Lining  ,4.8 out of 5 stars,"1,832  ",20.9,https://amazon.com/Simple-Joys-Carters-Toddler-Hooded/dp/B07CMHHZN2/ref=sr_1_110?keywords=winter+jacket&qid=1664958375&qu=eyJxc2MiOiI5LjYyIiwicXNhIjoiOS4wMCIsInFzcCI6IjcuOTcifQ%3D%3D&sr=8-110
Levi's Men's Faux Leather Sherpa Aviator Bomber Jacket  ,4.7 out of 5 stars,"2,360  ",72.0,https://amazon.com/Levis-Vintage-Leather-Sherpa-Aviator/dp/B07FK88XTN/ref=sr_1_111?keywords=winter+jacket&qid=1664958375&qu=eyJxc2MiOiI5LjYyIiwicXNhIjoiOS4wMCIsInFzcCI6IjcuOTcifQ%3D%3D&sr=8-111
Carhartt Women's Active Jacket Wj130 (Regular and Plus Sizes)  ,4.8 out of 5 stars,804  ,119.99,https://amazon.com/Carhartt-Womens-Active-Jacket-Regular/dp/B07S5GVLK7/ref=sr_1_112?keywords=winter+jacket&qid=1664958375&qu=eyJxc2MiOiI5LjYyIiwicXNhIjoiOS4wMCIsInFzcCI6IjcuOTcifQ%3D%3D&sr=8-112
Jack Wolfskin Women's Norrland 3-in-1 W Waterproof Insulated Jacket  ,4.5 out of 5 stars,170  ,149.29,https://amazon.com/sspa/click?ie=UTF8&spc=MTo0OTIwMzk4MTYxMTUxMTY3OjE2NjQ5NTgzNzY6c3BfbXRmOjIwMDA2ODQxNjEzNDMzMTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FJack-Wolfskin-Norrland-Waterproof-Insulated%2Fdp%2FB07DMJ38XS%2Fref%3Dsr_1_113_sspa%3Fkeywords%3Dwinter%2Bjacket%26qid%3D1664958375%26qu%3DeyJxc2MiOiI5LjYyIiwicXNhIjoiOS4wMCIsInFzcCI6IjcuOTcifQ%253D%253D%26sr%3D8-113-spons%26psc%3D1
Arctix Women's Exhibition Insulated Jacket  ,4.5 out of 5 stars,182  ,99.0,https://amazon.com/sspa/click?ie=UTF8&spc=MTo0OTIwMzk4MTYxMTUxMTY3OjE2NjQ5NTgzNzY6c3BfbXRmOjIwMDA0NTU1OTYzMDI3MTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FArctix-Womens-Exhibition-Insulated-Jacket%2Fdp%2FB082YKHJBF%2Fref%3Dsr_1_114_sspa%3Fkeywords%3Dwinter%2Bjacket%26qid%3D1664958375%26qu%3DeyJxc2MiOiI5LjYyIiwicXNhIjoiOS4wMCIsInFzcCI6IjcuOTcifQ%253D%253D%26sr%3D8-114-spons%26psc%3D1
Arctix Women's Cascade Insulated Jacket  ,3.6 out of 5 stars,44  ,57.56,https://amazon.com/sspa/click?ie=UTF8&spc=MTo0OTIwMzk4MTYxMTUxMTY3OjE2NjQ5NTgzNzY6c3BfbXRmOjIwMDA0NTU1OTYyODU3MTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FArctix-Womens-Cascade-Insulated-Jacket%2Fdp%2FB082YKVR3Y%2Fref%3Dsr_1_115_sspa%3Fkeywords%3Dwinter%2Bjacket%26qid%3D1664958375%26qu%3DeyJxc2MiOiI5LjYyIiwicXNhIjoiOS4wMCIsInFzcCI6IjcuOTcifQ%253D%253D%26sr%3D8-115-spons%26psc%3D1
Arctix Women's Solstice Insulated Jacket  ,4.7 out of 5 stars,64  ,66.36,https://amazon.com/sspa/click?ie=UTF8&spc=MTo0OTIwMzk4MTYxMTUxMTY3OjE2NjQ5NTgzNzY6c3BfbXRmOjIwMDA0NTU1OTYzNjE3MTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FArctix-Womens-Solstice-Insulated-Jacket%2Fdp%2FB07L48W937%2Fref%3Dsr_1_116_sspa%3Fkeywords%3Dwinter%2Bjacket%26qid%3D1664958375%26qu%3DeyJxc2MiOiI5LjYyIiwicXNhIjoiOS4wMCIsInFzcCI6IjcuOTcifQ%253D%253D%26sr%3D8-116-spons%26psc%3D1
